Country Name,Country Code,Continent,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ecuador,ECU,Americas,4642.117797,4894.310962,5004.927019,5122.066355,5350.946389,5482.78668,5576.848531,5813.56739,5965.514681,5664.602464,5756.69708,6029.332444,6314.136006,6509.688428,7018.310411,7498.706855,7927.893128,8156.242994,8709.458521,8710.983806,9021.062225,9825.427469,10302.94651,11356.0594,11892.81435,10924.9822,10924.87977,11837.67807,12211.14652,12540.32512,11498.92887,13452.00877,15117.27063,15870.2617
"Egypt, Arab Rep.",EGY,Africa,3639.70471,3714.482233,3877.879756,3992.246352,4145.37604,4332.763589,4533.404147,4761.129314,4975.225612,5239.165492,5582.275671,5789.473905,5895.395887,6075.590247,6363.660637,6722.027775,7260.831843,7831.772557,8388.041404,8663.086867,9034.636998,9178.853589,10560.14161,10731.53889,10464.19241,11112.37362,10864.53819,11333.11843,12559.96517,13608.49971,15494.07882,15820.67138,17769.22374,18816.50559
Euro area,EMU,,17030.45312,17902.91544,18408.44306,18617.69663,19418.18989,20258.13908,20896.37089,21737.95641,22777.81754,23646.3728,25115.6374,26305.67262,27343.74873,27797.95417,28892.16481,29887.83175,32342.27421,34236.42829,35526.60987,34606.59066,35569.57486,37220.31804,37593.31895,38776.92335,39736.26318,40826.32672,43313.46575,45399.56802,47320.16023,50853.42021,49285.50497,54208.13008,59534.20728,62585.83877
Eritrea,ERI,Africa,,,955.5439663,1076.051648,1292.415469,1285.053197,1362.262191,1477.411402,1500.079581,1499.737595,1462.921342,1581.205043,1598.524338,1523.426635,1524.065102,1573.263409,1579.093572,1619.114393,1449.425795,1476.529632,1496.290855,1628.750509,,,,,,,,,,,,
Spain,ESP,Europe,13676.307,14461.92199,14856.0076,14973.41869,15583.25876,16276.74274,16973.85234,17909.43739,19096.48298,19954.29022,21586.99381,22955.96666,24371.59885,25047.49625,26144.38316,27606.93405,30720.01351,32476.89131,33263.2724,32091.4271,31677.22239,31867.97324,31720.27382,32444.46119,33540.35717,34919.38725,37305.62915,39550.18908,40716.68076,43739.63291,38967.33992,43620.60406,48685.49631,52779.23406
Estonia,EST,Europe,7475.931172,7146.260556,5867.943872,5809.855359,5962.614706,6475.401362,6889.298809,7977.916551,8450.519375,8412.066776,9422.497065,10317.30719,11663.2715,13133.28366,14536.75968,16634.89274,19345.20327,22200.23228,22802.34218,20477.25845,21615.74005,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36410.12209,39843.64023,40045.38469,44651.99922,47941.67913,48992.14095
Ethiopia,ETH,Africa,414.6894807,381.6964291,342.3197636,383.369796,390.7627935,409.7272871,454.2849923,461.9232039,437.3685939,452.5418163,476.5872085,512.5776341,513.1543118,497.312058,563.5755313,631.7459772,701.6694792,780.6604652,856.873946,912.1172452,1010.166552,1114.045972,1195.794561,1270.347236,1505.005338,1654.847633,1882.687154,2031.9573,2124.254622,2274.214139,2442.252484,2628.343464,2888.736492,3109.276512
European Union,EUU,,14983.66853,15565.49457,15976.54363,16202.24489,16944.60493,17747.59279,18345.09995,19065.80705,19968.9128,20745.92766,22075.63663,23173.70607,24199.35459,24707.35501,25864.12422,26814.09315,29124.95442,31039.73242,32492.62702,31815.31826,32862.75692,34495.29723,34965.50004,36065.29135,37065.5982,38224.10517,40552.29678,42666.69869,44654.34853,48194.93751,47106.43738,51916.83145,57339.39192,60348.48157
Fragile and conflict affected situations,FCS,,2469.745629,2510.208617,2506.688616,2435.095368,2288.887722,2263.947869,2292.244283,2401.33188,2483.161875,2513.645204,2668.11538,2783.543415,2811.458338,2756.349366,3144.527264,3368.676516,3621.842065,3873.650184,4051.802674,4007.563492,4176.697757,4200.310053,4406.641227,4608.79171,4624.613205,4425.676392,4485.4424,4634.35054,4914.659059,5138.876452,4990.508001,5228.80563,5401.626121,5580.638134
Finland,FIN,Europe,18133.76999,17547.4077,17258.74644,17466.14884,18466.34394,19573.74793,20080.84016,21790.47737,23576.77959,24767.28067,26788.10901,27803.90849,28605.12232,29053.11016,31202.63267,32051.794,34454.88838,37846.92322,40083.69727,37971.16882,38949.7245,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49579.331,52569.80006,53668.81909,57788.90346,62599.00556,65060.67416
Fiji,FJI,Oceania,3917.782455,3918.812918,4241.657161,4421.545055,4736.634501,4947.817156,5251.791633,5172.652113,5237.754864,5712.817295,5680.221093,5862.240493,6081.886606,6202.568466,6642.026293,6833.355361,7108.2798,7177.271718,7340.973744,7246.283448,7519.469114,7854.566626,8392.597679,9035.340488,10735.72138,11751.37168,11994.9382,12815.93671,13199.78412,13168.37118,11168.6399,10593.91273,13534.19431,15046.46683
France,FRA,Europe,17697.57489,18325.90675,18948.70667,19192.34436,19989.61245,20763.09711,21350.06552,22237.73457,23356.75386,24304.40453,26090.1388,27493.70175,28518.82522,28168.76957,29056.00526,30494.21411,32464.84684,34126.12504,35092.69431,34674.99782,35894.99211,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404,51240.0683,49494.29008,53834.7993,57594.03402,61156.77282
Faroe Islands,FRO,Europe,,,,,,,,,,,,,,,,,,,41176.61692,39633.0911,39898.96255,42253.12481,46054.20095,49552.81645,53103.2311,53730.21965,54277.59772,56360.07404,58980.55093,62357.08602,61642.70759,68124.1857,76566.45975,
"Micronesia, Fed. Sts.",FSM,Oceania,1727.726616,1883.968457,1956.099552,2101.411476,2079.616153,2241.589431,2200.869535,2096.543058,2175.195922,2233.630296,2390.999491,2492.49907,2544.078231,2639.499159,2635.642243,2786.236588,2886.457156,2930.654141,2937.379721,3010.959541,3124.517914,3281.543351,3269.793715,3191.954757,3160.588525,3324.000496,3357.63165,3430.131774,3492.928833,3681.58457,3633.347182,3870.932404,4074.040638,4216.50738
Gabon,GAB,Africa,11960.60818,12770.58011,12323.04812,12769.06833,13176.87919,13765.41421,14164.04222,14857.964,15161.6276,13653.59928,13353.72321,13586.74261,13403.39072,13603.07023,13680.96327,14077.81872,13689.92805,14451.26219,13795.47804,13448.43056,14086.55341,14863.46234,14700.78027,14580.55684,14940.85143,14394.39481,14092.34151,14911.98235,15574.99987,16126.86386,14639.91947,19552.36253,21118.86705,21946.99085
United Kingdom,GBR,Europe,17054.44482,17382.84996,17802.10801,18633.08277,19712.67741,20581.04201,21938.44502,23065.19052,23687.69175,24493.50137,26529.85217,27915.53044,29089.05368,30317.52431,32055.47176,32726.13319,34734.81602,35523.31159,36744.79136,35023.33231,36487.67185,37224.37876,38343.0869,39954.21915,41278.12751,42496.85429,44082.11647,46048.20005,47090.4849,49911.15665,48005.87961,52841.63459,56761.5173,58906.23886
Georgia,GEO,Asia,5835.580913,4726.62231,2643.178362,1898.371196,1764.244699,1918.769886,2253.095233,2615.646211,2795.394477,2976.857973,3161.195825,3440.728179,3718.686933,4239.938414,4634.777576,5271.950953,5980.443905,6951.085843,7278.663122,7119.142791,7711.806839,8563.835549,10059.98206,10797.34233,11770.69894,12269.65289,13065.29416,13718.93787,15021.90576,16770.13338,16791.25987,18915.6534,22442.78672,24681.2506
Ghana,GHA,Africa,1575.295283,1671.678771,1732.571266,1814.733745,1870.016539,1942.37266,2021.99206,2093.427035,2163.55875,2235.521821,2311.832793,2393.91665,2471.645963,2580.501801,2724.591856,2897.701465,3095.449715,3232.192189,3504.585391,3604.467427,3840.435212,4362.592882,4910.784396,5188.160056,5486.848997,5159.926452,4977.581864,5134.361772,5494.700504,5952.403657,5992.31759,6544.2382,7132.783653,7466.366889
Gibraltar,GIB,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Africa,881.7384552,898.3946982,918.8592206,958.0905208,987.1340061,1025.155546,1060.016181,1111.075279,1142.689413,1176.200052,1208.982699,1264.929772,1330.130201,1342.883054,1381.532894,1438.804198,1470.175009,1576.38032,1633.348291,1585.806964,1641.485119,1726.182307,1812.022784,1864.735826,1896.280938,1953.096161,2282.17719,2718.896876,2878.428296,3143.646883,3395.094879,3735.089827,4087.091752,4429.343566
"Gambia, The",GMB,Africa,1428.396047,1462.272278,1486.298296,1512.143725,1498.618942,1498.459207,1514.803669,1569.874926,1595.604591,1672.049402,1752.469266,1842.155175,1759.121812,1863.192689,1989.784814,1945.807853,1935.310568,1986.042399,2085.186069,2169.290506,2254.373139,2049.349001,2046.861338,1986.861997,1912.068799,1965.048772,1983.633806,2005.565442,2235.260259,2371.492041,2473.519768,2710.552463,2969.7572,3162.506798
Guinea-Bissau,GNB,Africa,824.2021365,877.2347608,881.3358367,891.6601402,911.5015131,947.5539359,1054.755328,1121.217586,863.2631776,1003.700872,1017.179722,1066.865231,1098.314473,1091.35186,1107.439017,1188.236333,1226.968965,1259.965104,1308.204132,1314.265598,1368.926203,1470.902069,1400.747268,1414.340705,1454.081684,1727.561769,1821.728851,2078.762956,2054.990109,2089.863616,2083.840421,2278.023395,2486.717546,2630.29254
Equatorial Guinea,GNQ,Africa,588.2166287,579.9755241,770.2945846,843.7437925,968.6211928,1118.867101,1826.802274,4468.851517,5378.831214,6590.192168,7618.659663,12120.81076,14025.41959,15564.20305,21077.12118,24252.66551,25716.68454,29057.25219,33270.18496,32341.59847,28428.58667,29556.1131,32522.40879,30204.24196,29373.0738,21025.31484,17949.83316,19854.22994,19814.63672,17692.29978,14709.02376,18100.91393,19610.17654,18723.64708
Greece,GRC,Europe,13302.57256,14009.5912,14319.34139,14339.62539,14864.14664,15422.25825,16144.26705,17152.76267,18033.68463,18464.73208,19518.67431,20960.9888,22615.93561,23897.93127,25461.18594,25577.52411,28548.98683,29326.91966,30856.01184,30358.24444,27908.29592,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,31611.21144,29088.20806,33018.25442,38922.47423,41186.8122
Grenada,GRD,Americas,4594.785758,4781.663819,4787.480044,4751.675777,4887.441225,5052.784201,5333.364093,5659.49525,6356.559466,6851.024616,7307.016624,7286.149515,7632.855014,8480.302798,8590.657946,9969.107048,9800.709804,10612.16882,10846.02708,10121.83905,10121.87431,10330.08298,10288.90483,10868.24374,11830.60443,12736.38967,13414.05247,14359.41815,15168.89177,15542.49156,13510.81442,14325.55485,16348.17022,17654.09769
Greenland,GRL,Americas,20472.45567,21178.87244,20628.57398,20092.09551,21619.35108,22772.5642,23502.07272,24215.21635,26340.05217,27080.86113,29608.25507,30577.52817,30610.43063,32508.02192,35596.20608,38527.08503,42040.53427,44366.43152,48203.12306,48924.76409,49863.65541,50653.05859,52389.32535,52893.65036,56555.06907,55815.65029,58908.59077,60010.09829,61806.82713,64264.05646,64857.62871,68086.46012,,
Guatemala,GTM,Americas,3320.273282,3463.712133,3617.836911,3752.103348,3888.732655,4065.771622,4161.465223,4315.009742,4474.453411,4601.996831,4758.834656,4861.289862,5009.918372,5126.609056,5315.447232,5545.315787,5901.431392,6319.35569,6526.240907,6474.860013,6619.863141,6910.876502,7409.407805,7875.68884,8438.674124,9166.040272,9457.843748,9845.384773,10250.27449,11079.62731,11270.78233,12106.42254,13299.60235,14066.51179
Guam,GUM,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Americas,3032.84476,3338.845094,3675.403716,4058.178037,4484.336677,4795.007712,5258.079841,5667.008074,5623.408261,5861.600145,5904.547576,6168.965367,6331.504749,6413.672817,6690.320613,6771.842021,7351.74251,8113.674855,8441.615559,8834.309495,9353.126083,10092.08249,10659.99316,11238.86276,11191.23459,11465.13618,11584.05925,12327.0682,12538.21374,13388.70608,17036.28992,23176.1332,40337.59901,55262.52483
High income,HIC,,16819.93993,17430.81179,17933.48877,18402.07945,19178.43179,19995.48713,20844.33905,21777.69295,22476.11203,23424.19091,24993.86913,25896.03315,26823.14099,27890.7013,29558.68984,31162.10586,33490.77651,35294.58128,36599.91761,35591.58288,37007.69402,38744.90497,39915.26253,41326.654,42363.06032,42890.00089,44081.31084,45994.38203,48196.53701,50504.62527,49474.55333,55103.06245,60235.35282,63340.40551
"Hong Kong SAR, China",HKG,Asia,18251.74027,19780.17014,21312.59953,22776.11955,24117.29423,24713.21337,25098.24576,26610.60888,25116.11441,25861.8318,28224.52714,28808.80831,29609.76837,31178.67042,34532.23425,38079.5341,41745.45223,45257.60062,46830.21614,45861.48548,49197.6436,52277.46644,52149.68127,53517.41955,54514.92681,56043.0427,56761.48241,59260.91318,60900.27529,61221.41954,58187.47641,65884.93763,68547.63947,71481.56813
Honduras,HND,Americas,2010.331265,1953.788946,2061.033728,2184.778927,2174.41035,2292.556685,2313.054774,2394.012521,2442.470684,2394.7245,2556.734448,2614.35751,2683.225043,2788.336005,2966.983494,3167.424986,3398.401786,3622.629721,3764.444146,3617.194142,3719.728335,3863.651341,3981.039625,4104.369614,4428.431921,4815.775027,5159.617509,5598.056546,5617.483198,5776.103688,5383.568901,6209.94035,6820.087245,7210.689278
Heavily indebted poor countries (HIPC),HPC,,1082.281744,1101.513116,1088.755807,1092.494705,1083.914216,1130.672649,1178.647624,1237.148687,1261.480201,1286.475016,1321.036846,1365.083197,1399.923708,1444.470359,1523.392581,1613.62928,1711.840477,1805.201693,1890.727173,1918.24686,2004.521676,2075.475952,2076.807002,2172.201528,2321.476605,2379.099199,2475.803974,2565.204283,2670.128347,2807.338352,2801.326445,2993.8552,3258.745646,3427.672511
Croatia,HRV,Europe,9521.391159,7913.895837,7322.932709,6857.935135,7333.364402,8048.49064,8801.123676,9532.386958,9887.021371,9940.016343,10669.37842,11652.11046,13022.61514,13697.3573,14694.5554,15454.98086,17638.83896,19577.64048,21033.88009,20274.65477,20093.22348,21150.37516,21529.92042,22218.1496,22463.18245,23460.56653,25427.62718,27391.10878,29156.34323,32329.5605,30688.80845,37232.59577,42399.12226,45909.63448
Haiti,HTI,Americas,2179.685009,2250.052517,2136.874166,2029.350442,1790.816217,1972.12605,2052.825575,2105.530683,2136.318475,2185.136508,2213.287693,2215.223247,2233.988703,2317.076186,2308.923633,2413.960842,2490.223854,2634.138229,2711.80526,2843.112786,2684.072674,2846.881182,2819.336533,3030.979635,3064.069363,3014.229685,3240.598619,3325.313579,3182.441427,3220.942957,3085.90305,3114.963542,3239.319005,3255.537746
Hungary,HUN,Europe,9133.141367,8319.631207,8251.719466,8408.230159,8852.986888,9186.037562,9349.013765,9823.025763,10398.02925,10873.24786,11854.68342,13211.82706,14526.38826,15479.10108,16269.30876,17108.34058,18383.63222,19098.62631,20721.50241,20722.06534,21738.89659,23029.44718,23267.44839,24547.98053,25691.52726,26798.85417,27941.92686,29496.16368,31908.86345,35152.6037,35029.91322,38647.99808,43577.88714,45942.16949
IBRD only,IBD,,2972.403501,3080.410322,3163.522642,3280.537589,3406.204512,3576.226438,3786.614526,3990.080404,4023.970167,4183.106718,4477.252444,4696.283478,4928.935544,5261.174714,5763.193594,6308.065606,7044.229784,7791.716057,8406.925921,8639.615059,9325.135853,10043.14197,10666.01513,11170.49126,11516.41926,11632.21807,12080.07575,12745.02164,13641.90607,14440.7141,14470.61248,16356.59606,18149.42773,19636.10739
IDA & IBRD total,IBT,,2647.413131,2739.144384,2807.935729,2900.235235,2998.135787,3138.978463,3313.665462,3480.061444,3509.401068,3637.725305,3877.09985,4056.813411,4247.903958,4517.750027,4929.703893,5375.798666,5968.122757,6565.090188,7050.856349,7235.108004,7771.792142,8327.71501,8806.739087,9210.761586,9500.457722,9593.434462,9936.319587,10440.1705,11132.47645,11746.85599,11743.29372,13155.86594,14529.8424,15625.81061
IDA total,IDA,,1355.797379,1394.843505,1421.624416,1434.151646,1442.171124,1490.071832,1549.979948,1598.525082,1632.497639,1671.053636,1738.908812,1807.633831,1884.621881,1971.933472,2111.596289,2263.559203,2422.245167,2577.110281,2698.360128,2785.166725,2916.989954,3036.822873,3139.939103,3300.456719,3484.675717,3576.163782,3683.234815,3800.005176,3998.891081,4197.368006,4216.971975,4469.195999,4885.228851,5118.497041
IDA blend,IDB,,2017.624931,2073.314158,2135.662345,2129.396661,2142.513951,2183.417605,2262.783564,2285.492901,2313.842131,2342.350009,2423.237107,2514.792896,2649.332297,2775.299218,2996.814429,3212.936085,3427.866148,3627.172777,3753.538233,3893.258218,4045.181037,4205.233255,4342.841908,4534.321815,4746.854751,4836.021407,4873.236751,4957.10303,5133.296443,5320.386757,5317.532617,5632.059958,6153.824377,6386.850414
Indonesia,IDN,Asia,3070.264554,3330.632075,3566.357955,3823.607598,4130.948987,4490.264746,4850.790798,5084.191936,4397.090203,4427.674474,4682.496616,4892.895213,5121.673837,5399.724306,5750.204743,6189.56886,6644.53394,7162.984355,7639.919098,7941.243696,8431.821765,9022.72138,9624.588232,9966.382935,10168.67606,10132.31608,10371.44233,10802.7126,11494.94485,12115.70207,11856.94333,12897.10314,14445.64316,15612.79912
IDA only,IDX,,1030.791124,1059.979225,1068.623608,1091.435357,1096.707907,1148.010438,1197.510535,1258.790159,1295.018132,1338.321325,1398.605916,1454.605599,1502.515571,1571.072963,1669.597685,1789.624134,1920.590491,2053.349454,2171.813012,2231.001379,2351.543819,2450.417534,2536.433294,2681.920882,2853.550022,2948.497936,3095.578775,3232.871237,3446.39203,3653.740885,3686.385844,3909.948874,4276.114672,4512.690293
Isle of Man,IMN,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Asia,1204.352473,1232.068987,1301.9434,1367.82265,1460.245781,1572.158515,1688.530251,1753.235568,1847.383915,2001.887737,2087.482056,2197.353099,2275.592233,2460.134123,2681.216657,2936.898878,3222.014495,3510.963992,3636.969354,3892.567908,4216.183993,4467.466655,4835.477665,5032.593975,5211.570321,5446.188766,5823.481542,6169.499918,6742.707913,7181.522654,6997.358393,8087.993803,9199.567739,10175.76797
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Europe,13733.74699,14389.20007,15105.74254,15801.00349,17000.17161,18931.54092,20473.94033,22632.09336,25092.33923,27041.34742,30209.46562,32576.92457,35222.02872,36285.1087,38734.44394,40466.23435,44232.10175,46784.08613,44169.09434,41469.83766,43202.95569,45116.98841,46283.72897,47797.14967,51238.80033,69214.422,71410.36927,78168.96774,84918.33838,90940.63476,97066.70605,114120.5445,133822.7587,127623.3944
"Iran, Islamic Rep.",IRN,Asia,7592.802937,8512.503324,8784.416358,8803.501401,8804.83566,9082.781875,9708.111447,9867.567587,10028.5794,10211.1309,10872.47356,11190.23067,12163.22435,13350.48337,14074.74814,14739.85096,15709.4029,17199.10762,17335.00575,17379.57252,18351.14079,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,14926.30671,13423.57631,14180.35331,15042.37411,16591.26457,17921.66427
Iraq,IRQ,Asia,,2682.09492,3530.60041,4486.932146,4535.54928,4570.627081,5002.367478,5978.326365,7897.218213,9113.812368,10539.83454,10623.30599,9590.940848,6008.84577,9195.891223,9360.637737,10121.15751,10681.81207,11558.63313,11597.947,12100.63436,12825.63742,14312.89227,14585.93934,13097.8545,9285.695089,9025.568857,10118.65815,11938.02203,12139.15678,10464.51163,12596.52649,14199.60736,13968.57417
Iceland,ISL,Europe,21970.44235,22401.48278,21862.50158,22445.28569,23546.90387,23938.4742,24767.07428,26868.1115,28720.91297,29557.54183,29782.87381,31885.45107,32607.10588,32701.04895,35617.2136,37322.73993,39700.08171,41472.84494,43728.11406,41862.95993,39768.41696,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57197.76762,60523.81794,55796.74547,61966.41677,73471.4997,77567.19181
Israel,ISR,Asia,15606.97978,16366.37024,17425.53197,18085.76398,19336.82298,20491.73272,21538.29907,22169.02615,22819.23836,23319.96677,25693.17112,25743.21341,26044.74349,24657.92633,26057.11904,25625.03904,26327.40066,28169.59223,27994.90107,27908.50205,29294.21917,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,41513.45151,41204.47771,46126.64231,52133.60932,53433.99639
Italy,ITA,Europe,18624.9518,19537.50219,20135.76514,20424.76861,21305.30135,22379.64206,23050.91448,23871.41571,25020.90888,25602.38947,27075.85055,28042.01265,28736.57711,29198.53941,29555.55647,30130.64446,32453.3865,34148.964,35523.27131,34601.91003,35152.39464,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,46470.03733,44202.23558,49901.61214,55908.25547,58754.90788
Jamaica,JAM,Americas,4816.602015,5177.473482,5348.659527,5931.407282,6079.754726,6289.32073,6337.771397,6318.506368,6188.005276,6293.192679,6452.695011,6653.108505,6857.907192,7214.743225,7470.201903,7736.005782,8166.722596,8471.678319,8532.741684,8179.043027,8123.512242,8396.881317,8411.763919,8663.099548,8761.684647,9011.58697,9423.471276,9846.041407,10064.76638,10117.56417,9024.006603,9610.989337,10826.09346,11475.00574
Jordan,JOR,Asia,4492.449641,4479.944818,4967.864174,5041.491011,5149.399721,5357.903967,5387.996969,5512.737261,5611.34227,5757.222507,6009.664727,6334.597087,6660.351398,6916.410582,7520.898636,8172.778328,8511.547736,8875.62455,9466.705813,9785.816438,9913.590754,10133.77152,10245.27512,10195.4876,9285.876067,9014.7599,8784.496307,9282.608086,9044.508027,9405.42016,9523.548171,9115.019511,9871.875153,10451.91259
Japan,JPN,Asia,19912.51661,21227.67505,21825.79882,22168.56029,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353,42678.15114,42438.44646,44549.33834,47118.38827,50206.60916
Kazakhstan,KAZ,Asia,8262.43181,7554.323682,7322.587832,6830.786484,6186.295204,5918.890459,6149.937041,6463.504611,6523.747606,6859.906785,7725.954827,8981.670591,10014.71414,11124.70515,12433.84374,13943.10778,15743.61177,17409.01352,17989.88213,17958.48761,19229.93564,20779.44425,22021.28149,24480.54099,24689.81552,23178.2224,23760.001,24789.30137,25997.28609,29767.628,30164.60352,33893.89546,36595.40669,39332.47002
Kenya,KEN,Africa,1709.144017,1735.709064,1708.394088,1704.186401,1735.685413,1798.904481,1856.859895,1847.766854,1878.802531,1895.468201,1893.997474,1949.885623,1931.522888,1968.138375,2061.660295,2185.854575,2328.789645,2481.0581,2460.342681,2482.775173,2640.012483,2758.24151,2857.851916,3119.877367,3375.584568,3696.936075,3936.689762,4198.553356,4433.975323,4710.50374,4813.92014,5360.361903,5902.091974,6323.533601
Kyrgyz Republic,KGZ,Asia,2543.762164,2381.612177,2074.734487,1795.053037,1465.662697,1401.173409,1505.461197,1658.89417,1687.052943,1747.314016,1861.851153,1986.150514,1998.239482,2158.200097,2343.436408,2385.612949,2508.37547,2769.887198,3031.5106,3100.587181,3086.431769,3297.366837,3617.401104,4041.220217,4279.1668,4211.342273,4676.333887,5040.429587,4869.588492,5414.327153,5294.015747,5802.388972,6572.382761,7102.767219
Cambodia,KHM,Asia,973.6304306,1042.200904,1086.893066,1098.85615,704.6347854,770.1512263,810.96359,839.315222,870.3994023,975.6446634,1077.547589,1170.406056,1244.243388,1352.408347,1505.462904,1727.836497,1939.122101,2157.12361,2307.270331,2288.740553,2419.182169,2605.489544,2855.491165,3025.421459,3158.53082,3354.610833,3631.128525,3873.636032,4228.760962,4620.963392,4504.24716,4668.23778,5202.677725,5624.137515
Kiribati,KIR,Oceania,1189.348806,1138.237824,1416.30027,1428.020373,1463.051251,1514.693536,1517.266885,1533.740548,1584.186508,1519.208726,1630.246394,1583.637641,1601.548253,1574.417965,1575.803741,1610.600052,1725.786246,1792.778776,1739.21624,1725.231259,1731.363966,1798.317673,1908.683979,2053.153228,2085.004358,2310.504656,2462.854935,2555.981541,2662.074559,2751.820083,2721.613344,3036.415136,3314.935747,3521.74542
St. Kitts and Nevis,KNA,Americas,8938.391961,9089.387468,9608.540668,10366.70883,11002.34526,11684.9844,12434.29431,13338.84678,13248.90167,13684.92778,15184.94911,16155.98808,16531.51472,16136.56267,17177.57923,19380.12904,20541.65215,21161.24038,23908.34569,23178.98837,23413.06591,24191.56901,23139.11555,24274.26871,26363.68842,26482.09385,27793.74467,29123.67053,30309.38623,31964.69016,26883.23979,26420.33638,31223.07486,33402.82668
"Korea, Rep.",KOR,Asia,8355.332774,9474.642596,10184.85566,11030.71195,12187.25497,13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,43865.04164,45142.76345,48571.43221,51621.92926,54033.15998
Kuwait,KWT,Asia,30944.5814,23598.22993,36468.81718,49024.37408,54710.07317,58071.37524,57812.49919,58274.54523,59137.71835,57085.62697,59303.88485,59036.36892,60081.01838,70030.43905,77364.39132,85020.75505,89125.22078,91475.78181,90354.18585,80108.26445,75184.57596,78759.96564,80697.97081,73891.42282,66597.87444,44408.35444,41407.27359,46903.17775,51281.38454,49939.12478,40509.39835,49668.99747,56181.7077,56386.29433
Latin America & Caribbean (excluding high income),LAC,,6177.902025,6461.904714,6646.667928,6833.757418,7226.75918,7311.811494,7593.984849,7995.307974,8171.551647,8197.454572,8568.975436,8664.031857,8749.122215,9029.578409,9631.55881,10210.64785,11019.30092,11777.14718,12414.2597,12209.33707,13038.01255,13898.54273,14168.6672,14625.53058,14920.02992,14678.03367,14894.64168,15491.25585,16144.22466,16501.52152,15850.20204,17792.02817,19860.83323,20898.84165
Lao PDR,LAO,Asia,1011.430998,1060.385257,1113.754874,1175.558599,1265.492419,1349.339152,1435.310465,1528.095787,1577.067498,1686.309247,1794.004409,1908.675951,2021.422711,2154.508704,2320.836452,2526.586732,2784.451983,3028.887623,3277.544381,3491.620056,3778.694527,4106.342233,4788.421229,5230.017835,5808.658644,6098.823316,6760.074125,7162.552781,7511.141758,7770.686247,7942.722599,8111.056067,8793.557551,9326.272194
Lebanon,LBN,Asia,2991.56344,4529.946486,5281.476365,5873.637756,6369.619166,6797.555879,7560.764681,7633.572171,7865.923245,7802.300345,7953.936643,8313.402933,8618.753556,8955.447621,9660.435404,10080.54516,10380.67901,11437.14237,12511.81298,13699.06748,14837.49539,15125.82295,16300.05,16501.16961,16326.74179,17241.76945,19135.60925,21138.40533,22108.44207,21758.10325,16373.04799,11860.05863,12852.66602,
Liberia,LBR,Africa,791.4861523,799.75296,501.6525853,331.2661199,265.6519967,257.5635277,285.8586131,554.7017329,659.5591533,770.3833444,976.363502,997.7202036,1024.231929,723.790182,753.6206529,782.254856,823.5683476,881.3063129,924.0293248,948.629339,989.610761,1050.725084,1167.984706,1373.316539,1432.867432,1354.121558,1506.015052,1683.096433,1820.095679,1921.786089,1679.705449,1558.742249,1712.683247,1819.04767
Libya,LBY,Africa,18016.67034,21021.00036,20432.9008,19686.49823,20070.49493,19647.84597,20065.69074,21115.26457,20269.03376,20394.53568,21217.84548,20823.83362,20443.21254,22976.56787,24019.10479,26998.80549,28968.80499,30965.48069,30847.21016,29056.78921,30261.34079,16091.43599,28240.33648,22279.74866,18455.64245,18885.07643,17905.77794,19044.87675,19961.34605,17835.28002,16261.87902,18171.52297,19487.90102,19641.14395
