"yr_built","yr_remodel","overall_cond","bed_rms","full_bth","num_stops_0.25","num_stops_0.50","total_value","lu","bldg_value","land_value","res_units","living_area","condo"
1920,NA,"A - Average",2,1,0,0,345100,"R1",209100,136000,NA,960,0
2008,2022,"G - Good",3,2,0,0,831500,"R1",636900,194600,NA,2406,0
1940,NA,"A - Average",3,1,0,0,410100,"R1",243900,166200,NA,1670.8,0
1945,1989,"A - Average",4,2,0,2,602600,"R2",388000,214600,NA,1756,0
1949,NA,"A - Average",3,1,0,0,529000,"R1",301500,227500,NA,1075.2,0
1920,2019,"A - Average",4,1,0,0,649200,"R1",447700,201500,NA,1364,0
1910,NA,"A - Average",6,3,0,0,616000,"R2",411300,204700,NA,2484,0
1910,NA,"A - Average",4,3,0,0,515100,"R1",345700,169400,NA,1780,0
1925,NA,"A - Average",6,3,0,0,645800,"R2",421600,224200,NA,2717,0
1910,NA,"A - Average",4,1,0,0,930100,"R1",595600,334500,NA,3331,0
1925,NA,"G - Good",6,2,0,0,1064300,"R2",743300,321000,NA,4432.1,0
1954,NA,"A - Average",3,1,0,0,435400,"R1",251600,183800,NA,1432.2,0
1910,NA,"A - Average",5,3,0,2,654300,"R1",454300,2e+05,NA,2444.4,0
1935,NA,"G - Good",6,2,1,2,833000,"R2",630300,202700,NA,2520,0
1920,2017,"A - Average",7,3,0,0,928100,"R3",619700,308400,NA,3882,0
1900,NA,"A - Average",6,3,0,3,925400,"R3",659600,265800,NA,3153,0
2011,NA,"G - Good",3,1,0,0,710500,"R1",552600,157900,NA,2148,0
1926,NA,"F - Fair",4,1,0,0,431500,"R1",221500,210000,NA,1920,0
1920,NA,"A - Average",9,3,0,0,848700,"R3",619700,229000,NA,4230,0
1870,NA,"A - Average",2,2,1,1,708900,"R2",480600,228300,NA,2160,0
1920,NA,"A - Average",4,2,0,0,672400,"R2",457700,214700,NA,2000,0
1950,NA,"A - Average",3,1,0,3,510900,"R1",334300,176600,NA,1372,0
1920,NA,"A - Average",5,2,0,0,625000,"R2",384600,240400,NA,3052,0
1885,NA,"A - Average",4,2,0,0,874400,"R2",642400,232000,NA,2272.8,0
1890,NA,"A - Average",6,3,0,0,1137600,"R3",803800,333800,NA,3172.5,0
1905,1999,"A - Average",9,3,0,1,896800,"R3",710800,186000,NA,4752,0
1900,2011,"G - Good",6,2,0,1,768700,"R1",602700,166000,NA,2242.8,0
1890,2021,"A - Average",4,1,0,1,479300,"R1",267500,211800,NA,1372.8,0
1900,NA,"A - Average",6,2,0,0,1300200,"R2",967800,332400,NA,2374,0
1991,NA,"G - Good",3,1,0,0,319400,"R1",233162,86238,NA,1384.8,0
1915,2004,"G - Good",6,2,0,0,804500,"R2",545300,259200,NA,2658,0
1965,NA,"A - Average",4,2,0,0,795900,"R1",483100,312800,NA,1908,0
1920,NA,"A - Average",4,3,0,0,588700,"R2",397600,191100,NA,2080,0
1920,NA,"A - Average",3,2,0,0,919600,"R2",638000,281600,NA,1896,0
1900,NA,"A - Average",4,1,0,1,472000,"R1",293600,178400,NA,1819.4,0
1950,NA,"A - Average",3,1,0,0,624100,"R1",409800,214300,NA,1305.6,0
1912,2020,"A - Average",5,2,0,0,857700,"R1",637400,220300,NA,2566,0
1905,NA,"A - Average",9,3,0,1,796600,"R3",618500,178100,NA,3888,0
1905,2006,"A - Average",5,2,0,0,667600,"R2",474500,193100,NA,2228,0
1905,NA,"A - Average",9,3,0,0,801400,"R3",579500,221900,NA,3606,0
1900,NA,"A - Average",9,3,1,1,1156600,"R3",859700,296900,NA,3746,0
1988,NA,"A - Average",4,2,1,2,854700,"R1",677500,177200,NA,2392,0
1920,2002,"A - Average",6,3,0,0,694800,"R2",414500,280300,NA,2505,0
1910,NA,"A - Average",9,3,0,0,847900,"R3",661200,186700,NA,3387,0
1920,NA,"A - Average",3,1,0,0,563700,"R1",338500,225200,NA,1306,0
1990,NA,"G - Good",3,1,0,0,704000,"R1",509900,194100,NA,1323,0
1895,1982,"A - Average",9,3,0,0,764200,"R3",581000,183200,NA,3888,0
1950,2015,"G - Good",5,3,0,0,1178600,"R1",956900,221700,NA,2880,0
1920,NA,"A - Average",5,1,0,0,597900,"R1",363000,234900,NA,3608,0
1950,1994,"A - Average",3,1,0,0,638000,"R1",386500,251500,NA,1305.6,0
1910,2014,"G - Good",5,2,0,0,1055500,"R1",834900,220600,NA,2688,0
1945,2012,"G - Good",10,5,0,0,1533200,"R2",1223400,309800,NA,2736,0
1905,2016,"A - Average",5,2,0,0,982400,"R1",817000,165400,NA,4819.2,0
1905,NA,"A - Average",9,3,0,0,715000,"R3",550300,164700,NA,3855,0
1920,NA,"A - Average",6,2,0,0,642900,"R2",401700,241200,NA,2880,0
1950,NA,"A - Average",6,2,0,3,724500,"R2",471800,252700,NA,2208,0
1950,NA,"A - Average",4,2,0,3,688200,"R2",381100,307100,NA,1715,0
1945,NA,"A - Average",4,2,0,2,643100,"R2",438400,204700,NA,1920,0
1950,NA,"A - Average",3,1,0,0,673600,"R1",392300,281300,NA,1414.4,0
1920,NA,"A - Average",3,1,1,2,587600,"R1",397400,190200,NA,1736.4,0
1905,NA,"A - Average",6,3,0,0,781600,"R3",569400,212200,NA,3612,0
1905,2020,"G - Good",7,4,1,1,1422200,"R3",1113800,308400,NA,2988,0
1885,NA,"F - Fair",4,1,0,0,563700,"R1",311700,252000,NA,1520,0
1925,2015,"A - Average",4,2,0,0,781100,"R2",527000,254100,NA,1920,0
1920,NA,"A - Average",2,1,0,0,603900,"R1",380300,223600,NA,1352,0
1925,2012,"A - Average",8,3,0,0,844000,"R2",580800,263200,NA,3802,0
1900,2021,"G - Good",3,7,0,0,2035900,"R3",1650200,385700,NA,4743.2,0
1905,NA,"A - Average",8,3,0,0,1745800,"R3",1431300,314500,NA,3792,0
1950,1989,"A - Average",2,1,0,0,561700,"R1",328000,233700,NA,1656,0
1920,2011,"A - Average",4,2,0,0,795700,"R2",531700,264000,NA,2080,0
1932,2013,"A - Average",3,2,0,0,652200,"R1",434200,218000,NA,1556,0
1890,1982,"A - Average",4,2,0,1,585400,"R2",360800,224600,NA,2364,0
1935,NA,"A - Average",7,2,0,0,783100,"R2",561400,221700,NA,4595.2,0
1920,NA,"A - Average",3,1,0,0,532900,"R1",342500,190400,NA,1399,0
1920,NA,"A - Average",3,1,0,0,734300,"R1",552000,182300,NA,1680,0
1935,1989,"A - Average",4,2,0,0,757000,"R1",551500,205500,NA,1996.8,0
1963,NA,"A - Average",3,1,0,0,589100,"R1",341100,248000,NA,1008,0
1950,NA,"A - Average",6,2,0,0,731100,"R2",463000,268100,NA,1968,0
1935,2008,"G - Good",5,3,0,0,877900,"R1",672400,205500,NA,4186.4,0
1915,NA,"A - Average",9,3,0,0,1166900,"R3",928000,238900,NA,3816,0
1910,NA,"G - Good",4,3,0,0,844900,"R2",609200,235700,NA,2336,0
1900,2014,"G - Good",6,3,0,0,2608700,"R3",2070700,538000,NA,3501,0
1905,NA,"A - Average",6,3,0,1,966600,"R3",735500,231100,NA,3639,0
1905,1992,"A - Average",9,3,0,1,968100,"R3",729400,238700,NA,4129,0
1945,NA,"A - Average",3,1,0,0,492500,"R1",286100,206400,NA,1973.7,0
1950,NA,"A - Average",3,1,0,0,450300,"R1",277500,172800,NA,1753.6,0
1925,NA,"A - Average",2,2,0,0,607900,"R1",388200,219700,NA,1512,0
1940,2008,"A - Average",5,2,1,1,615000,"R1",374800,240200,NA,1622,0
1885,1985,"A - Average",3,1,0,0,421200,"R1",283800,137400,NA,1492,0
1910,1972,"A - Average",7,2,0,0,1498200,"R2",994300,503900,NA,4303,0
1900,2021,"G - Good",3,3,3,6,1067500,"R1",718500,349000,NA,2148,0
1890,NA,"A - Average",3,1,0,0,348800,"R1",211600,137200,NA,1254,0
1925,2011,"A - Average",4,1,0,0,657200,"R1",468500,188700,NA,1766.4,0
1925,NA,"A - Average",4,1,0,0,509900,"R1",366600,143300,NA,1959.4,0
1914,2018,"G - Good",3,1,0,0,745700,"R1",520100,225600,NA,1554,0
1930,2022,"G - Good",4,2,0,0,629500,"R1",440400,189100,NA,1000,0
1924,2016,"A - Average",3,1,0,0,838900,"R1",528800,310100,NA,2001.4,0
1910,2016,"G - Good",4,2,0,0,993300,"R1",738100,255200,NA,2181,0
1900,NA,"G - Good",6,6,0,0,2895800,"R3",2342800,553000,NA,5284.8,0
1905,NA,"A - Average",5,3,0,0,1830100,"R3",1372300,457800,NA,3843,0
1904,2022,"A - Average",2,2,0,0,644300,"R2",408800,235500,NA,1828,0
1920,2012,"A - Average",2,2,0,0,443900,"R1",277300,166600,NA,966,0
1925,NA,"A - Average",6,2,0,0,715100,"R2",495900,219200,NA,3998.4,0
1950,NA,"A - Average",3,1,0,0,396800,"R1",255500,141300,NA,1132,0
1880,2022,"A - Average",5,3,0,0,953900,"R2",622500,331400,NA,2875.8,0
1925,2016,"G - Good",3,1,0,0,805900,"R1",596400,209500,NA,1328,0
1890,2010,"A - Average",3,3,0,0,588500,"R3",368000,220500,NA,2052,0
1905,2016,"A - Average",9,3,1,1,1296900,"R3",1053100,243800,NA,3231,0
1955,NA,"A - Average",3,1,0,0,531100,"R1",333500,197600,NA,1075.2,0
1940,NA,"A - Average",4,2,0,0,744100,"R2",469600,274500,NA,1920,0
1920,1990,"G - Good",5,1,0,0,1054000,"R1",737500,316500,NA,2292.6,0
1950,NA,"A - Average",4,2,0,0,638600,"R2",362800,275800,NA,1320,0
1951,1994,"A - Average",4,2,0,0,508200,"R1",357100,151100,NA,1902,0
1900,NA,"A - Average",4,2,0,1,607300,"R2",394500,212800,NA,1785.4,0
1924,NA,"A - Average",3,1,0,0,643100,"R1",418800,224300,NA,1400,0
1950,2022,"G - Good",3,1,0,0,703900,"R1",496700,207200,NA,1378,0
1885,2021,"A - Average",7,2,0,2,758400,"R2",470100,288300,NA,2068,0
1900,2021,"A - Average",5,1,1,2,750100,"R1",456000,294100,NA,2029.6,0
1925,NA,"A - Average",3,1,0,1,495600,"R1",325900,169700,NA,1440,0
1925,NA,"A - Average",3,2,0,1,556500,"R1",387900,168600,NA,1606,0
1960,2012,"A - Average",3,2,0,0,1419400,"R1",943200,476200,NA,2500,0
1925,NA,"A - Average",6,2,0,0,1406500,"R1",846200,560300,NA,2812.8,0
1900,2017,"A - Average",2,2,0,0,802200,"R1",512400,289800,NA,1484,0
1890,NA,"A - Average",3,2,0,0,936300,"R1",645000,291300,NA,1728,0
1950,NA,"A - Average",3,1,0,0,450600,"R1",266800,183800,NA,1008,0
1932,NA,"A - Average",4,2,0,0,762300,"R2",534600,227700,NA,2745.6,0
1950,2016,"A - Average",3,2,0,0,770300,"R1",511700,258600,NA,1487.5,0
2004,NA,"G - Good",4,3,0,0,1174700,"R1",934400,240300,NA,2516,0
1900,NA,"A - Average",4,2,0,1,571500,"R2",382600,188900,NA,1580,0
1925,2012,"A - Average",4,2,0,0,868500,"R1",610000,258500,NA,2460,0
1900,NA,"A - Average",4,2,0,1,501200,"R2",320000,181200,NA,1864,0
1926,2003,"G - Good",6,2,0,0,910900,"R1",734900,176000,NA,2157,0
1920,NA,"A - Average",2,1,0,0,587400,"R1",369900,217500,NA,1456,0
1900,NA,"A - Average",3,1,0,0,632600,"R1",408100,224500,NA,1746,0
1905,NA,"A - Average",9,3,0,0,799200,"R3",589900,209300,NA,4275,0
1989,1994,"A - Average",9,3,0,0,824600,"R3",613800,210800,NA,3312,0
1915,NA,"A - Average",3,1,0,0,556000,"R1",376800,179200,NA,1152,0
1935,2003,"A - Average",3,1,0,0,626400,"R1",402400,224000,NA,1408,0
1957,NA,"A - Average",3,1,0,0,583800,"R1",360800,223000,NA,1425.6,0
1920,NA,"A - Average",4,2,0,0,780000,"R2",577300,202700,NA,1920,0
1950,NA,"A - Average",3,1,0,0,452300,"R1",302500,149800,NA,1275,0
1900,2018,"A - Average",4,3,0,2,952700,"R1",734200,218500,NA,2452,0
1910,NA,"A - Average",4,2,0,0,675100,"R2",448700,226400,NA,2838,0
1900,NA,"A - Average",5,2,0,0,615900,"R2",373900,242000,NA,2966.4,0
1924,NA,"A - Average",3,1,0,0,392700,"R1",260800,131900,NA,1350,0
1910,NA,"A - Average",8,3,0,0,1004500,"R3",670900,333600,NA,4245,0
1910,1978,"A - Average",3,3,0,0,627300,"R3",446500,180800,NA,2772,0
1910,NA,"A - Average",3,2,0,0,577200,"R2",305000,272200,NA,2147,0
1900,2013,"A - Average",5,3,1,2,1034400,"R2",736700,297700,NA,4111.8,0
1900,2017,"G - Good",4,3,0,0,823400,"R1",614100,209300,NA,2729,0
1910,1995,"G - Good",4,3,0,0,2682400,"R1",1654100,1028300,NA,4130.6,0
1905,NA,"A - Average",7,3,0,0,737100,"R3",496500,240600,NA,3806.2,0
1900,2016,"A - Average",5,1,0,0,515900,"R1",315500,200400,NA,3048,0
1890,2010,"G - Good",6,2,0,1,1951400,"R3",1648000,303400,NA,5216.6,0
1900,NA,"A - Average",9,3,0,0,791100,"R3",580100,211000,NA,4467,0
1925,NA,"A - Average",3,2,1,2,854600,"R2",465200,389400,NA,1667.2,0
1900,1998,"A - Average",12,3,0,0,934900,"R3",718700,216200,NA,3987,0
1905,2007,"G - Good",6,4,0,0,933200,"R3",756900,176300,NA,2598,0
1900,NA,"F - Fair",6,2,0,0,322400,"R1",178100,144300,NA,2791.1,0
1920,NA,"A - Average",4,1,0,0,685000,"R1",446700,238300,NA,1758,0
1915,NA,"A - Average",4,2,0,1,628400,"R2",433800,194600,NA,1921.8,0
1880,2001,"A - Average",6,1,0,0,1027400,"R1",755300,272100,NA,3910.8,0
1905,2018,"A - Average",8,4,0,0,766900,"R2",550000,216900,NA,3198,0
1950,NA,"A - Average",3,1,0,0,533500,"R1",289700,243800,NA,1251,0
1956,2005,"A - Average",3,1,0,0,515800,"R1",322600,193200,NA,1120,0
1880,NA,"A - Average",2,2,0,0,1157100,"R2",711800,445300,NA,2106,0
2005,NA,"G - Good",4,3,0,0,1552700,"R1",1169100,383600,NA,3719.6,0
1920,1990,"A - Average",3,1,0,0,556800,"R1",291600,265200,NA,1384.5,0
1920,NA,"A - Average",4,2,0,0,617800,"R2",411000,206800,NA,2808,0
2021,NA,"G - Good",3,3,0,4,929000,"R1",746600,182400,NA,2281,0
2003,NA,"A - Average",4,2,0,0,634600,"R1",451400,183200,NA,1508,0
1920,NA,"A - Average",3,1,0,0,497500,"R1",318500,179000,NA,1560,0
1910,2002,"G - Good",5,2,0,0,619800,"R1",457600,162200,NA,2010.4,0
1900,NA,"A - Average",6,2,0,0,558700,"R2",373600,185100,NA,2044,0
1910,NA,"A - Average",3,2,0,0,438000,"R1",275500,162500,NA,2689.2,0
1920,NA,"A - Average",6,2,0,0,756400,"R2",506400,250000,NA,2650,0
1890,1992,"A - Average",6,2,0,0,663800,"R2",518700,145100,NA,2008,0
1925,NA,"A - Average",6,3,0,0,773000,"R2",495000,278000,NA,4558.4,0
1959,NA,"A - Average",4,2,0,0,508000,"R1",286100,221900,NA,1402.5,0
1957,NA,"A - Average",4,1,0,0,684600,"R1",452500,232100,NA,1194,0
2018,NA,"G - Good",4,2,0,0,704000,"R1",563200,140800,NA,1728,0
1904,2008,"G - Good",4,2,0,0,927200,"R1",682000,245200,NA,2044.8,0
1920,NA,"A - Average",6,3,1,1,1151300,"R3",849300,302000,NA,3462,0
1925,NA,"A - Average",3,1,1,1,857900,"R1",555400,302500,NA,1952,0
1920,2022,"A - Average",8,3,0,0,683200,"R2",455700,227500,NA,3536,0
1895,NA,"A - Average",9,3,0,0,1642600,"R3",1184400,458200,NA,4877,0
1988,2001,"G - Good",5,4,0,0,1437900,"R1",1076600,361300,NA,3270,0
1950,NA,"A - Average",4,2,0,0,637300,"R2",357600,279700,NA,1396,0
1890,NA,"A - Average",2,2,0,0,588900,"R2",355600,233300,NA,1344,0
2019,NA,"G - Good",4,4,0,0,1052000,"R2",843600,208400,NA,3040,0
1940,NA,"A - Average",3,1,0,0,468000,"R1",264700,203300,NA,1317.5,0
1925,NA,"F - Fair",5,2,0,0,335200,"R2",129300,205900,NA,4596,0
1925,NA,"A - Average",3,1,0,0,727300,"R1",435600,291700,NA,1792,0
1910,NA,"A - Average",4,1,0,0,764200,"R1",501500,262700,NA,1927.6,0
1928,NA,"A - Average",6,3,1,2,673600,"R2",472200,201400,NA,2890.8,0
1871,1998,"A - Average",6,1,0,2,588600,"R1",369100,219500,NA,2409,0
1900,NA,"A - Average",5,4,0,0,768300,"R2",431200,337100,NA,3950.6,0
1890,NA,"A - Average",6,3,0,0,673200,"R3",489100,184100,NA,2439,0
1880,NA,"A - Average",3,1,1,1,906000,"R1",579900,326100,NA,1812,0
1890,NA,"A - Average",4,1,0,0,694400,"R1",464900,229500,NA,2065,0
1893,1977,"A - Average",3,1,0,0,613500,"R1",410000,203500,NA,1556,0
1900,2019,"G - Good",4,1,0,0,807200,"R1",617200,190000,NA,1785.6,0
1940,NA,"A - Average",4,1,1,2,704700,"R1",512600,192100,NA,1852,0
1950,2015,"A - Average",3,1,1,2,656800,"R1",461700,195100,NA,1358,0
1900,NA,"A - Average",6,3,1,2,776500,"R3",538300,238200,NA,3240,0
1900,NA,"A - Average",3,2,0,0,750800,"R2",491500,259300,NA,2332,0
1925,NA,"A - Average",4,1,0,1,550600,"R1",356900,193700,NA,1586,0
1935,NA,"A - Average",3,1,0,2,528300,"R1",345000,183300,NA,1600,0
1900,NA,"A - Average",5,3,2,2,799500,"R3",535800,263700,NA,2142,0
1943,1984,"A - Average",3,1,0,0,494900,"R1",280200,214700,NA,1305.6,0
1930,NA,"A - Average",7,3,3,4,1330700,"R2",854500,476200,NA,3327.9,0
1920,NA,"A - Average",3,1,0,0,608900,"R1",383800,225100,NA,1124,0
1931,2022,"G - Good",3,3,0,0,1181000,"R1",1008700,172300,NA,2887,0
1972,NA,"A - Average",3,1,0,0,680300,"R1",454600,225700,NA,1378,0
1910,2006,"A - Average",6,2,0,0,654400,"R2",445800,208600,NA,3332,0
2006,NA,"G - Good",4,2,0,0,1056800,"R1",811200,245600,NA,2400,0
1920,NA,"A - Average",2,1,0,0,487900,"R1",304400,183500,NA,912,0
1935,1992,"A - Average",5,2,0,0,893800,"R2",625300,268500,NA,2512,0
1925,NA,"A - Average",3,1,0,1,420500,"R1",256100,164400,NA,1344,0
1924,NA,"A - Average",2,1,0,0,579600,"R1",368400,211200,NA,1060.8,0
1940,2002,"A - Average",4,2,0,0,719500,"R1",539200,180300,NA,2496,0
1910,NA,"A - Average",8,3,0,0,724100,"R3",474600,249500,NA,3657,0
1955,NA,"A - Average",4,1,0,0,572500,"R1",405400,167100,NA,1568,0
1920,NA,"A - Average",6,2,1,2,700300,"R2",432100,268200,NA,2839.8,0
1930,NA,"A - Average",5,2,0,0,945600,"R2",658400,287200,NA,2392,0
1890,2021,"A - Average",3,1,0,0,591900,"R1",388800,203100,NA,1446,0
1963,NA,"A - Average",3,1,0,0,489800,"R1",308700,181100,NA,1310.4,0
1910,NA,"A - Average",6,2,0,0,667700,"R2",464600,203100,NA,2527.2,0
1950,1990,"A - Average",6,2,0,3,771600,"R2",550300,221300,NA,2178,0
1890,NA,"A - Average",7,3,0,3,647400,"R3",512700,134700,NA,3812,0
1900,NA,"A - Average",4,2,0,0,1008200,"R1",582200,426000,NA,1398,0
1950,NA,"A - Average",4,2,0,0,664000,"R2",377600,286400,NA,1344,0
1986,1996,"A - Average",3,2,0,0,506200,"R1",309000,197200,NA,960,0
1920,NA,"A - Average",4,2,0,0,662100,"R2",446900,215200,NA,2323,0
1905,NA,"A - Average",9,3,0,1,1103100,"R3",804200,298900,NA,4131,0
1905,2003,"A - Average",9,3,1,1,1053100,"R3",821500,231600,NA,3731,0
1930,2005,"A - Average",3,1,0,0,632000,"R1",405000,227000,NA,1410,0
1920,NA,"A - Average",5,3,0,0,752700,"R3",526800,225900,NA,3084.9,0
1900,NA,"A - Average",3,1,0,0,541100,"R1",339100,202000,NA,1470,0
2001,NA,"G - Good",3,2,0,0,606600,"R1",454500,152100,NA,1400,0
1935,NA,"A - Average",6,2,0,0,755300,"R2",498400,256900,NA,3460,0
1885,NA,"F - Fair",9,3,0,1,582900,"R3",341900,241000,NA,4710,0
1910,NA,"A - Average",7,2,0,1,675300,"R2",446600,228700,NA,3185.4,0
1900,NA,"A - Average",6,2,0,1,677100,"R2",448700,228400,NA,3000.4,0
1905,NA,"A - Average",6,3,0,1,908800,"R3",695300,213500,NA,3792,0
1935,2005,"A - Average",9,3,0,0,1109800,"R3",915300,194500,NA,5640,0
1905,NA,"A - Average",5,1,0,0,372600,"R1",239100,133500,NA,2348,0
1920,2002,"G - Good",3,1,0,0,946500,"R1",697400,249100,NA,1767.6,0
1828,2010,"E - Excellent",4,3,0,9,6067700,"R1",3464800,2602900,NA,4019,0
1905,NA,"A - Average",9,4,0,0,1026000,"R3",713500,312500,NA,4965,0
1953,NA,"A - Average",3,1,0,0,550900,"R1",320200,230700,NA,1360,0
1930,NA,"A - Average",6,2,0,0,669800,"R2",453300,216500,NA,3072,0
1899,1995,"A - Average",7,2,0,0,1006700,"R2",617000,389700,NA,4542.1,0
1905,NA,"A - Average",6,2,0,0,663600,"R2",411600,252000,NA,3662.4,0
1880,2013,"A - Average",8,3,0,0,913900,"R3",677600,236300,NA,3356.1,0
1915,NA,"A - Average",6,3,0,1,1467300,"R3",1030800,436500,NA,4017,0
1895,2021,"G - Good",4,3,0,0,955100,"R1",712300,242800,NA,1950,0
1960,2006,"A - Average",3,1,0,0,662900,"R1",412200,250700,NA,1517.5,0
1925,1984,"A - Average",4,2,0,0,632600,"R2",454200,178400,NA,1728,0
1920,2021,"G - Good",6,3,0,0,982400,"R1",745500,236900,NA,1865.6,0
1930,NA,"A - Average",5,2,0,0,750000,"R2",508500,241500,NA,2412,0
1890,NA,"A - Average",4,1,0,0,569000,"R1",342800,226200,NA,1968.6,0
1988,2009,"A - Average",5,3,0,0,758200,"R2",486600,271600,NA,2120,0
1920,NA,"A - Average",6,2,0,0,705400,"R2",490000,215400,NA,3072,0
1862,NA,"A - Average",3,1,0,0,1147900,"R1",781700,366200,NA,2318,0
1900,NA,"A - Average",3,2,0,0,549800,"R1",380300,169500,NA,1218,0
1905,NA,"A - Average",5,1,0,0,447600,"R1",298200,149400,NA,1742.4,0
1995,NA,"G - Good",3,2,0,0,317100,"R1",231483,85617,NA,1440,0
1991,2021,"G - Good",3,2,0,0,566500,"R1",413545,152955,NA,1520,0
1915,2010,"A - Average",4,2,0,0,616100,"R2",356300,259800,NA,1747.2,0
1880,NA,"A - Average",5,2,0,0,965900,"R2",584100,381800,NA,2832,0
1905,2021,"A - Average",9,6,0,0,2014800,"R3",1631300,383500,NA,4005,0
1940,1999,"A - Average",4,1,0,0,1075900,"R1",699400,376500,NA,1840,0
1890,NA,"A - Average",4,2,0,0,426800,"R2",256700,170100,NA,2559.2,0
1905,2009,"A - Average",9,3,0,0,893600,"R3",734800,158800,NA,3612,0
1895,2021,"A - Average",3,2,0,0,553200,"R2",407200,146000,NA,2388.4,0
1890,NA,"A - Average",3,1,1,1,364500,"R1",245800,118700,NA,1290,0
1900,2008,"A - Average",4,1,0,0,769300,"R1",577900,191400,NA,2041.2,0
1900,1970,"A - Average",6,2,0,0,821400,"R2",600500,220900,NA,2484,0
1901,NA,"G - Good",5,1,1,2,936600,"R1",661100,275500,NA,2265.2,0
1913,NA,"A - Average",3,3,0,0,643300,"R2",423400,219900,NA,1837.7,0
1920,1990,"F - Fair",6,3,0,2,916100,"R3",508700,407400,NA,3588,0
1996,2021,"G - Good",3,2,0,0,857400,"R1",630600,226800,NA,1780,0
1925,1988,"A - Average",8,3,0,0,1133800,"R3",849000,284800,NA,2742,0
1900,NA,"A - Average",4,2,0,0,1066900,"R2",776500,290400,NA,3092.2,0
1910,2020,"A - Average",3,1,0,0,639600,"R1",421700,217900,NA,1500,0
1885,2014,"A - Average",6,3,0,0,1160600,"R2",848700,311900,NA,2290,0
1920,NA,"A - Average",5,3,0,0,668100,"R3",363500,304600,NA,2930.4,0
1950,NA,"A - Average",3,2,0,0,408500,"R1",263600,144900,NA,1736,0
1900,2010,"A - Average",2,1,0,0,754100,"R1",555300,198800,NA,1924.4,0
1961,NA,"A - Average",4,3,0,0,589800,"R1",380400,209400,NA,2105.85,0
1935,NA,"A - Average",3,1,0,0,526400,"R1",325200,201200,NA,1235,0
1905,NA,"A - Average",6,3,0,0,876600,"R3",683600,193000,NA,3318,0
1905,NA,"A - Average",3,2,0,0,790400,"R2",562300,228100,NA,3110.4,0
1880,2010,"A - Average",2,1,0,0,502000,"R1",319000,183000,NA,1209.2,0
1900,2006,"A - Average",4,2,0,0,927700,"R2",656400,271300,NA,3356,0
1935,NA,"A - Average",4,2,0,0,561300,"R1",334400,226900,NA,2000,0
1950,NA,"A - Average",4,1,0,0,699200,"R1",455900,243300,NA,1804.8,0
1956,2001,"A - Average",3,2,0,0,536800,"R1",323500,213300,NA,1122,0
1920,NA,"G - Good",11,4,0,0,875200,"R2",693600,181600,NA,2964,0
1920,NA,"A - Average",6,2,0,0,657800,"R2",433800,224000,NA,2578.2,0
1925,NA,"A - Average",5,2,0,0,672600,"R2",454900,217700,NA,2340,0
1870,NA,"A - Average",3,1,0,0,524200,"R1",333100,191100,NA,1476,0
1925,NA,"A - Average",3,3,0,0,754300,"R1",555500,198800,NA,1714,0
1925,NA,"A - Average",3,1,0,0,596700,"R1",341000,255700,NA,1223,0
1905,2003,"G - Good",3,1,0,0,778800,"R1",595900,182900,NA,1368,0
1890,1987,"A - Average",3,2,0,0,805200,"R1",477700,327500,NA,1346.5,0
1905,NA,"A - Average",6,3,2,7,1265000,"R3",736900,528100,NA,2583,0
1935,NA,"A - Average",9,3,0,0,861800,"R3",629700,232100,NA,4383,0
1870,NA,"A - Average",5,2,1,2,984800,"R1",696300,288500,NA,2872.8,0
1925,NA,"A - Average",4,1,0,0,705400,"R1",449200,256200,NA,1544,0
1935,2015,"G - Good",5,2,0,8,1384500,"R2",980500,404000,NA,2732,0
1905,NA,"A - Average",6,3,1,1,924400,"R3",695200,229200,NA,3803,0
1910,NA,"A - Average",7,3,0,1,925800,"R2",652000,273800,NA,3315.6,0
1926,NA,"A - Average",6,2,0,0,813000,"R2",551700,261300,NA,2800,0
1955,NA,"A - Average",3,1,0,0,454400,"R1",286800,167600,NA,1905.7,0
1991,NA,"A - Average",3,2,0,0,404500,"R1",266300,138200,NA,1520,0
1925,NA,"A - Average",3,1,0,0,393900,"R1",261500,132400,NA,2042.4,0
1900,NA,"A - Average",5,3,1,1,1116600,"R3",698900,417700,NA,2691,0
1950,NA,"A - Average",3,2,0,0,559000,"R1",352500,206500,NA,1123.2,0
1925,2014,"A - Average",4,1,0,0,585800,"R1",413800,172000,NA,1377.6,0
1900,NA,"A - Average",7,2,0,0,486400,"R2",280700,205700,NA,3033,0
1905,NA,"A - Average",4,1,0,0,452200,"R1",297600,154600,NA,1861,0
1958,NA,"G - Good",3,1,0,0,614100,"R1",444200,169900,NA,1431,0
1900,2018,"G - Good",3,1,0,0,895400,"R1",654800,240600,NA,1919.4,0
1925,NA,"A - Average",6,2,0,0,953400,"R2",666900,286500,NA,3060,0
1910,2009,"A - Average",9,3,0,0,1019100,"R3",738800,280300,NA,4065,0
1910,2006,"A - Average",5,2,0,0,717000,"R2",495500,221500,NA,2754.4,0
1918,2018,"A - Average",6,4,0,0,774400,"R3",509600,264800,NA,3306,0
1915,NA,"A - Average",6,2,0,1,651400,"R2",388000,263400,NA,2891.3,0
1905,2004,"A - Average",9,3,0,1,1114200,"R3",850800,263400,NA,3885,0
1920,NA,"A - Average",6,2,0,1,896100,"R2",639100,257000,NA,2768,0
